omega,magnitude,phase
1.010237637624953,0.11836983577226629,1.630012427048521
1.0225576088155013,0.11178967050096815,1.6032381983067516
1.0348775800060495,0.10561189679916175,1.577220655894932
1.0471975511965976,0.09980966602532061,1.55192370027614
1.0595175223871458,0.09435797821655682,1.527313442785702
1.0718374935776942,0.08923357000540738,1.5033580584961896
1.0841574647682424,0.08441480419488788,1.4800276468733415
1.0964774359587905,0.07988156247873149,1.4572941005246687
1.1087974071493387,0.07561514232633879,1.4351309821008127
1.121117378339887,0.07159815869391448,1.4135134092358348
1.133437349530435,0.06781445095166957,1.3924179472908709
1.1457573207209835,0.06424899521333519,1.3718225095835708
1.1580772919115316,0.06088782210372799,1.3517062647336902
1.1703972631020798,0.057717939890891204,1.3320495507256207
1.182717234292628,0.05472726283201842,1.3128337952756426
1.1950372054831762,0.0519045445295263,1.2940414420906199
1.2073571766737243,0.04923931605944033,1.2756558826124857
1.2196771478642727,0.04672182861412217,1.2576613928562868
1.231997119054821,0.0443430003917327,1.240043074966971
1.244317090245369,0.04209436746291604,1.2227868031398943
1.2566370614359172,0.039968038348871596,1.2058791735711016
1.2689570326264654,0.03795665205260141,1.189307458125063
1.2812770038170136,0.036053339295422177,1.1730595614289825
1.2935969750075618,0.0342516867228607,1.1571239811237943
1.3059169461981102,0.03254570385708791,1.1414897710221161
1.3182369173886583,0.030929792586557075,1.126146506942638
1.3305568885792065,0.029398718997101822,1.1110842550085138
1.3428768597697547,0.027947587362139443,1.0962935422143283
1.3551968309603029,0.02657181612261261,1.0817653290819893
1.367516802150851,0.025267115699756416,1.0674909842406215
1.3798367733413994,0.024029467995610034,1.0534622607790876
1.3921567445319476,0.02285510744735466,1.0396712742323158
1.4044767157224958,0.021740503512029007,1.0261104820741167
1.416796686913044,0.020682344467948737,1.012772664599775
1.4291166581035921,0.01967752242824622,0.9996509070914165
1.4414366292941403,0.01872311947037773,0.9867385831680326
1.4537566004846887,0.01781639479323943,0.9740293392302053
1.4660765716752369,0.016954772820729783,0.961517079917005
1.478396542865785,0.0161358321772237,0.9491959544993694
1.4907165140563332,0.015357295466523114,0.9370603441404549
1.5030364852468814,0.014617019791453145,0.9251048499591769
1.5153564564374296,0.01391298795641882,0.9133242818383284
1.5276764276279777,0.013243300299958646,0.9017136479234009
1.5399963988185261,0.012606167108659892,0.8902681447625987
1.5523163700090743,0.011999901567768756,0.878983148042458
